date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:57:16	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2020%20Sep%202025%2020:57:17%20GMT	http://opdw58.github.io/dashboard2.html	C:/Users/skate/Desktop/sdsd/opdw58.github.io/dashboard2.0.delayed	(from )
22:57:16	14553/14553	---M-Z	200	added ('OK')	text/html	etag:W/%226806358c-38d9%22	https://opdw58.github.io/dashboard2.html	C:/Users/skate/Desktop/sdsd/opdw58.github.io/dashboard2.html	(from )
22:57:17	5254/5254	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264d39a40-24a3%22	https://opdw58.github.io/robots.txt		(from )
22:57:17	71420/71420	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226806358c-116fc%22	https://opdw58.github.io/assets/mObywatel/mobywatellogo.svg	C:/Users/skate/Desktop/sdsd/opdw58.github.io/assets/mObywatel/mobywatellogo.svg	(from https://opdw58.github.io/dashboard2.html)
22:57:17	709/709	---M-Z	200	added ('OK')	application/javascript	etag:W/%226806358c-2c5%22	https://opdw58.github.io/assets/sw.js	C:/Users/skate/Desktop/sdsd/opdw58.github.io/assets/sw.js	(from https://opdw58.github.io/dashboard2.html)
22:57:17	986/986	---M-Z	200	added ('OK')	application/json	etag:W/%226806358c-3da%22	https://opdw58.github.io/assets/manifest.json	C:/Users/skate/Desktop/sdsd/opdw58.github.io/assets/manifest.json	(from https://opdw58.github.io/dashboard2.html)
22:57:18	170420/170420	---M-Z	200	added ('OK')	font/ttf	etag:W/%226806358c-299b4%22	https://opdw58.github.io/assets/images/roboto_light.ttf	C:/Users/skate/Desktop/sdsd/opdw58.github.io/assets/images/roboto_light.ttf	(from https://opdw58.github.io/dashboard2.html)
22:57:18	126072/126072	---M-Z	200	added ('OK')	font/ttf	etag:W/%226806358c-1ec78%22	https://opdw58.github.io/assets/images/roboto_regular.ttf	C:/Users/skate/Desktop/sdsd/opdw58.github.io/assets/images/roboto_regular.ttf	(from https://opdw58.github.io/dashboard2.html)
22:57:18	127488/127488	---M-Z	200	added ('OK')	font/ttf	etag:W/%226806358c-1f200%22	https://opdw58.github.io/assets/images/roboto_medium.ttf	C:/Users/skate/Desktop/sdsd/opdw58.github.io/assets/images/roboto_medium.ttf	(from https://opdw58.github.io/dashboard2.html)
22:57:18	176864/176864	---M-Z	200	added ('OK')	font/ttf	etag:W/%226806358c-2b2e0%22	https://opdw58.github.io/assets/images/roboto_medium_italic.ttf	C:/Users/skate/Desktop/sdsd/opdw58.github.io/assets/images/roboto_medium_italic.ttf	(from https://opdw58.github.io/dashboard2.html)
22:57:19	170760/170760	---M-Z	200	added ('OK')	font/ttf	etag:W/%226806358c-29b08%22	https://opdw58.github.io/assets/images/roboto_bold.ttf	C:/Users/skate/Desktop/sdsd/opdw58.github.io/assets/images/roboto_bold.ttf	(from https://opdw58.github.io/dashboard2.html)
22:57:19	142472/142472	---M-Z	200	added ('OK')	font/ttf	etag:W/%226806358c-22c88%22	https://opdw58.github.io/assets/images/roboto_black.ttf	C:/Users/skate/Desktop/sdsd/opdw58.github.io/assets/images/roboto_black.ttf	(from https://opdw58.github.io/dashboard2.html)
22:57:19	3316/3316	---M-Z	200	added ('OK')	font/ttf	etag:W/%226806358c-cf4%22	https://opdw58.github.io/assets/images/roboto_medium_numbers.ttf	C:/Users/skate/Desktop/sdsd/opdw58.github.io/assets/images/roboto_medium_numbers.ttf	(from https://opdw58.github.io/dashboard2.html)
22:57:19	71420/71420	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226806358c-116fc%22	https://opdw58.github.io/assets/images/coi_common_ui_ic_mobywatel_logo.svg	C:/Users/skate/Desktop/sdsd/opdw58.github.io/assets/images/coi_common_ui_ic_mobywatel_logo.svg	(from https://opdw58.github.io/dashboard2.html)
22:57:19	854/854	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226806358c-356%22	https://opdw58.github.io/assets/images/ab013_notifications.svg	C:/Users/skate/Desktop/sdsd/opdw58.github.io/assets/images/ab013_notifications.svg	(from https://opdw58.github.io/dashboard2.html)
22:57:19	10255/10255	---M-Z	200	added ('OK')	text/html	etag:W/%226806358c-280f%22	https://opdw58.github.io/documents2.html	C:/Users/skate/Desktop/sdsd/opdw58.github.io/documents2.html	(from https://opdw58.github.io/dashboard2.html)
22:57:20	21754/21754	---M-Z	200	added ('OK')	text/html	etag:W/%226806358c-54fa%22	https://opdw58.github.io/dowod.html	C:/Users/skate/Desktop/sdsd/opdw58.github.io/dowod.html	(from https://opdw58.github.io/dashboard2.html)
22:57:20	778/778	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226806358c-30a%22	https://opdw58.github.io/assets/images/coi_common_ui_ic_document_id.svg	C:/Users/skate/Desktop/sdsd/opdw58.github.io/assets/images/coi_common_ui_ic_document_id.svg	(from https://opdw58.github.io/dashboard2.html)
22:57:20	111408/111408	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226806358c-1b330%22	https://opdw58.github.io/assets/images/CHANGE_IT_home_mid_card.svg	C:/Users/skate/Desktop/sdsd/opdw58.github.io/assets/images/CHANGE_IT_home_mid_card.svg	(from https://opdw58.github.io/dashboard2.html)
22:57:20	233/233	---M--	200	added ('OK')	image/svg+xml	etag:%226806358c-e9%22	https://opdw58.github.io/assets/images/ic_arrow_forward_Dgray.svg	C:/Users/skate/Desktop/sdsd/opdw58.github.io/assets/images/ic_arrow_forward_Dgray.svg	(from https://opdw58.github.io/dashboard2.html)
22:57:21	15726/15726	---M-Z	200	added ('OK')	text/html	etag:W/%226806358c-3d6e%22	https://opdw58.github.io/services2.html	C:/Users/skate/Desktop/sdsd/opdw58.github.io/services2.html	(from https://opdw58.github.io/dashboard2.html)
22:57:21	2611/2611	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226806358c-a33%22	https://opdw58.github.io/assets/images/da035_bezpiecznie_w_sieci.svg	C:/Users/skate/Desktop/sdsd/opdw58.github.io/assets/images/da035_bezpiecznie_w_sieci.svg	(from https://opdw58.github.io/dashboard2.html)
22:57:21	9638/9638	---M--	200	added ('OK')	image/png	etag:%226806358c-25a6%22	https://opdw58.github.io/assets/images/auto.png	C:/Users/skate/Desktop/sdsd/opdw58.github.io/assets/images/auto.png	(from https://opdw58.github.io/dashboard2.html)
22:57:21	890/890	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226806358c-37a%22	https://opdw58.github.io/assets/images/da008_zastrzez_pesel.svg	C:/Users/skate/Desktop/sdsd/opdw58.github.io/assets/images/da008_zastrzez_pesel.svg	(from https://opdw58.github.io/dashboard2.html)
22:57:22	1601/1601	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226806358c-641%22	https://opdw58.github.io/assets/images/da031_mbiznes.svg	C:/Users/skate/Desktop/sdsd/opdw58.github.io/assets/images/da031_mbiznes.svg	(from https://opdw58.github.io/dashboard2.html)
22:57:22	1790/1790	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226806358c-6fe%22	https://opdw58.github.io/assets/images/da001_punkty_karne.svg	C:/Users/skate/Desktop/sdsd/opdw58.github.io/assets/images/da001_punkty_karne.svg	(from https://opdw58.github.io/dashboard2.html)
22:57:22	1009/1009	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226806358c-3f1%22	https://opdw58.github.io/assets/images/da025_ticket.svg	C:/Users/skate/Desktop/sdsd/opdw58.github.io/assets/images/da025_ticket.svg	(from https://opdw58.github.io/dashboard2.html)
22:57:22	375/375	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226806358c-177%22	https://opdw58.github.io/assets/images/b001_home.svg	C:/Users/skate/Desktop/sdsd/opdw58.github.io/assets/images/b001_home.svg	(from https://opdw58.github.io/dashboard2.html)
22:57:22	694/694	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226806358c-2b6%22	https://opdw58.github.io/assets/images/ad005_framed_person.svg	C:/Users/skate/Desktop/sdsd/opdw58.github.io/assets/images/ad005_framed_person.svg	(from https://opdw58.github.io/dashboard2.html)
22:57:23	523/523	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226806358c-20b%22	https://opdw58.github.io/assets/images/ac001_services.svg	C:/Users/skate/Desktop/sdsd/opdw58.github.io/assets/images/ac001_services.svg	(from https://opdw58.github.io/dashboard2.html)
22:57:23	8870/8870	---M-Z	200	added ('OK')	text/html	etag:W/%226806358c-22a6%22	https://opdw58.github.io/qr2.html	C:/Users/skate/Desktop/sdsd/opdw58.github.io/qr2.html	(from https://opdw58.github.io/dashboard2.html)
22:57:23	1091/1091	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226806358c-443%22	https://opdw58.github.io/assets/images/ai001_scanner_qr.svg	C:/Users/skate/Desktop/sdsd/opdw58.github.io/assets/images/ai001_scanner_qr.svg	(from https://opdw58.github.io/dashboard2.html)
22:57:23	11593/11593	---M-Z	200	added ('OK')	text/html	etag:W/%226806358c-2d49%22	https://opdw58.github.io/more2.html	C:/Users/skate/Desktop/sdsd/opdw58.github.io/more2.html	(from https://opdw58.github.io/dashboard2.html)
22:57:24	492/492	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226806358c-1ec%22	https://opdw58.github.io/assets/images/ab010_more.svg	C:/Users/skate/Desktop/sdsd/opdw58.github.io/assets/images/ab010_more.svg	(from https://opdw58.github.io/dashboard2.html)
